key;joiningdate;surname;forename;group;newsletter
GI-104884; 1992-06-15; Khamsi; Naftali; EMERITUS; false
GI-103119; 1993-10-20; Zaiane; Maik; FULL; false
GI-100215; 1986-11-05; Perry; Xiadong; REDUCED; true
GI-106022; 1993-06-12; Cappello; Perry; REDUCED; false
GI-101235; 1993-04-15; Kleiser; Teunis; FULL; false
GI-105155; 1985-11-10; Docker; Jessie; FULL; true
GI-100881; 1989-02-13; Ferretti; Xiaoqiang; REDUCED; true
GI-108054; 1990-04-27; Maginnis; Chikara; EMERITUS; true
GI-104971; 1989-06-16; Mullainathan; Theron; REDUCED; true
GI-103263; 1999-05-29; Kragelund; Pragnesh; FULL; false
GI-103889; 1987-03-04; Stavenow; Claudi; REDUCED; false
GI-104672; 1987-09-22; Aumann; Chuanyi; STUDENT; false
GI-109246; 1991-10-24; Peng; Jiafu; REDUCED; true
GI-101535; 1991-09-05; Eickenmeyer; Remco; REDUCED; true
GI-109376; 1993-09-02; Percebois; Mahmut; REDUCED; true
GI-102811; 1986-12-08; Hoogerwoord; Pasqua; STUDENT; false
GI-107344; 1986-12-08; Renear; Barun; REDUCED; false
GI-103059; 1989-04-10; Byoun; Premsyl; FULL; false
GI-106098; 1997-08-27; Marsiglia; Fox; REDUCED; true
GI-109354; 1989-06-02; Sadowsky; Mikhail; EMERITUS; true
GI-109652; 1996-10-13; Encarnacion; Kagan; REDUCED; true
GI-102478; 1988-04-24; Coorg; Subhada; REDUCED; true
GI-106101; 1991-06-01; Strandh; Boguslaw; EMERITUS; true
GI-103242; 1992-02-17; Oskamp; Raimond; STUDENT; false
GI-100230; 1998-10-20; Hertweck; Chiranjit; STUDENT; false
GI-102055; 1986-12-31; Heuter; Odoardo; REDUCED; false
GI-109979; 1985-08-08; Babu; Ung; STUDENT; true
GI-108543; 1989-07-14; Heystek; Suzette; REDUCED; false
GI-108085; 1987-07-09; Morton; Subbu; FULL; true
GI-101538; 1993-01-09; Hambrick; Phoebe; STUDENT; false
GI-107693; 1987-07-21; Dulin; Marco; REDUCED; true
GI-105339; 1986-04-12; Sommen; Akemi; STUDENT; false
GI-106861; 1993-10-19; Wrigley; Sachar; FULL; true
GI-108647; 1992-04-27; Demir; Adly; FULL; false
GI-102162; 1990-10-18; Coors; Marsja; REDUCED; true
GI-100721; 1985-10-16; Iisaku; Candida; REDUCED; true
GI-109885; 1988-03-31; Erol; Krassimir; EMERITUS; true
GI-100274; 1988-05-05; Katzenelson; Gurbir; REDUCED; true
GI-102461; 1990-06-05; Alvarado; Almudena; REDUCED; false
GI-105438; 1988-05-17; Macedo; Miyeon; STUDENT; true
GI-102892; 1993-02-08; Riefers; Yahiko; FULL; false
GI-103764; 1985-06-18; Gerlach; Yuchang; STUDENT; false
GI-107547; 1989-10-06; Coorg; Behnaam; STUDENT; true
GI-104752; 1987-09-20; Stroustrup; Premal; STUDENT; false
GI-107293; 1993-11-17; Jansch; Danil; STUDENT; false
GI-103086; 1987-08-12; Farrag; Sreenivas; EMERITUS; true
GI-106778; 1985-12-12; Nivat; Feipei; STUDENT; false
GI-100556; 1985-07-12; Benaini; Kristina; REDUCED; true
GI-105229; 1996-12-04; Dulin; Lijia; STUDENT; true
GI-103571; 1995-11-11; Schaap; Aria; FULL; false
GI-105097; 1995-07-22; Sevcikova; Shen; REDUCED; true
GI-107313; 1986-10-21; Narahari; Tsutomu; EMERITUS; false
GI-104265; 1994-01-22; Beeson; Zejun; REDUCED; false
GI-101681; 1992-06-25; Rosenbaum; Alair; FULL; true
GI-102523; 1989-08-16; Iacovou; Alagu; EMERITUS; true
GI-102234; 1986-12-16; Kugler; Naraig; REDUCED; true
GI-101079; 1985-09-19; Lubachevsky; Quingbo; FULL; true
GI-108124; 1990-02-06; Bashian; Herbert; FULL; false
GI-106047; 1985-12-14; Mamelak; Moie; EMERITUS; false
GI-105250; 1988-09-19; Gini; Yifei; REDUCED; false
GI-109278; 1988-08-23; Hartvigsen; Ult; STUDENT; true
GI-100013; 1988-02-09; Prochazka; Odinaldo; EMERITUS; false
GI-103619; 1987-07-10; Zielinski; Khalid; FULL; false
GI-100008; 1997-11-21; Baaz; Navin; REDUCED; true
GI-109913; 1997-03-02; Plesums; Tokuyasu; FULL; false
GI-107911; 1989-02-13; Crelier; Garnik; STUDENT; true
GI-107328; 1996-08-30; Picci; Abdelwaheb; EMERITUS; true
GI-100690; 1992-03-20; Schwaller; Manton; FULL; false
GI-109166; 1988-07-30; Baaleh; Ranan; REDUCED; false
GI-108248; 1996-01-11; Zucker; Sachio; REDUCED; true
GI-108076; 1985-09-03; Hammerschmidt; Falguni; EMERITUS; true
GI-103591; 1987-03-18; Sevcikova; Kayoko; FULL; false
GI-107265; 1995-08-26; Biron; Yolla; FULL; false
GI-108646; 1992-12-08; Luef; Toney; FULL; false
GI-100765; 1985-06-10; Ozeri; Zita; REDUCED; false
GI-102924; 1992-12-23; Khamsi; Vesna; FULL; true
GI-106830; 1993-12-15; Lakshmanan; Volkmar; FULL; false
GI-105142; 1986-07-06; Bednarek; Otilia; FULL; false
GI-103893; 1989-11-01; Merel; Sadok; REDUCED; true
GI-100170; 1989-03-10; Tsukune; Chikako; EMERITUS; false
GI-102252; 1993-08-01; Adachi; Eran; FULL; false
GI-106172; 1991-01-07; Makinen; Yoshimitsu; EMERITUS; false
GI-102456; 1986-09-29; Stellhorn; Nobuyoshi; FULL; false
GI-104751; 1988-02-25; Erie; Becky; STUDENT; true
GI-101188; 1988-03-17; Flanders; Gift; FULL; false
GI-103681; 1986-01-04; Cromarty; Udo; STUDENT; true
GI-100469; 1985-09-15; Dulli; Augustine; FULL; true
GI-102207; 1987-06-05; Lubachevsky; Conrado; FULL; true
GI-109236; 1987-07-20; Ranka; Nikolaos; FULL; false
GI-103815; 1986-01-23; Pargaonkar; Guiseppe; FULL; false
GI-105301; 1990-11-28; Gerlach; Dines; FULL; true
GI-101409; 1988-11-09; Tramer; Adib; EMERITUS; true
GI-106699; 1991-04-17; Peternell; Tamiya; FULL; true
GI-101134; 1992-09-02; Walstra; Ingemar; FULL; true
GI-102254; 1986-03-04; Brickell; Qingxiang; FULL; false
GI-100724; 1985-02-07; Shanbhogue; Mitsuyuki; FULL; false
GI-105004; 1990-01-29; Dahlbom; Isamu; FULL; false
GI-100784; 1987-06-08; Zweizig; Arunachalam; EMERITUS; true
GI-106029; 1992-11-10; Bojadziev; Chriss; FULL; false
GI-106982; 1985-05-09; Peral; Odoardo; REDUCED; true
GI-108083; 1994-06-30; Lanzelotte; Khue; EMERITUS; false
GI-103702; 1991-04-03; Schmezko; Goo; EMERITUS; false
GI-105573; 1989-03-19; Braunmuhl; Luise; REDUCED; false
GI-103688; 1993-12-15; Etalle; Bernd; FULL; true
GI-102813; 1985-04-29; Hedayat; Jenwei; EMERITUS; false
GI-105060; 1987-12-06; Docker; Olivera; FULL; true
GI-106773; 1989-01-21; Picaronny; Khun; FULL; false
GI-104331; 1991-04-10; Dulli; Kenroku; STUDENT; true
GI-106611; 1987-03-19; Puoti; Utz; EMERITUS; false
GI-108891; 1994-12-28; Benantar; Moti; FULL; true
GI-103609; 1992-12-02; Waeselynck; Sreekrishna; FULL; true
GI-109082; 1995-03-20; Erbe; Hidde; REDUCED; true
GI-100061; 1988-09-05; Hasham; Werner; FULL; true
GI-105451; 1989-08-15; Fiebach; Kwangjo; EMERITUS; true
GI-102008; 1987-08-23; Thisen; Saddek; EMERITUS; false
GI-108544; 1992-05-19; Hinsberger; Rachel; REDUCED; false
GI-105986; 1988-02-06; Sinicrope; Juyoung; REDUCED; true
GI-100669; 1989-03-12; Isaac; Temple; REDUCED; true
GI-102965; 1987-12-06; Murillo; Susanna; FULL; false
GI-106258; 1988-07-11; Rissland; Venkatesan; STUDENT; true
GI-100728; 1988-03-12; Cappelletti; Yunming; FULL; true
GI-103077; 1995-04-14; Luef; Gila; EMERITUS; true
GI-109583; 1994-09-15; Bail; Apostol; EMERITUS; true
GI-103955; 1991-04-10; Turnbull; Basem; FULL; false
GI-100068; 1988-11-03; Emiris; Jiafu; FULL; true
GI-105206; 1994-04-29; Rijckaert; Junsik; EMERITUS; true
GI-107637; 1993-03-28; Binding; Arunachalam; FULL; true
GI-104022; 1992-01-03; Streng; Hongzue; FULL; true
GI-107509; 1990-02-23; Riesenhuber; Abdelwaheb; REDUCED; false
GI-108713; 1985-07-06; Botman; Zhanqiu; STUDENT; true
GI-104207; 1989-04-10; Manders; Willard; FULL; true
GI-108401; 1988-07-18; Anido; Eric; REDUCED; false
GI-101546; 1993-03-01; Rosin; Ziyad; STUDENT; true
GI-105374; 1992-01-04; Paludetto; Weijing; STUDENT; true
GI-101794; 1985-12-24; Mandell; Vivien; STUDENT; false
GI-107765; 1987-06-14; Smeets; Kazuhide; FULL; true
GI-108792; 1988-09-04; Katiyar; Muneo; REDUCED; true
GI-106075; 1989-10-28; Yetim; Faiza; FULL; false
GI-103395; 1988-09-27; Beerel; Joydip; FULL; false
GI-105030; 1995-07-19; Tagansky; Hirochika; EMERITUS; true
GI-109724; 1994-11-14; Erde; Berhard; REDUCED; true
GI-106553; 1987-10-04; Kabayashi; Remko; FULL; false
GI-106421; 1986-06-12; Munoz; Yongmin; REDUCED; true
GI-103360; 1986-07-12; Fadgyas; Tesuya; FULL; false
GI-104377; 1991-08-19; Redmiles; Mayuko; FULL; true
GI-105619; 1986-10-16; Kaminger; Nagui; REDUCED; false
GI-101803; 1989-03-04; Trogemann; Guoxiang; FULL; true
GI-103906; 1991-03-09; Hettesheimer; Kazuhiko; EMERITUS; true
GI-109854; 1987-02-27; Wiegley; Leaf; EMERITUS; false
GI-109404; 1988-02-13; Gelosh; Xuedong; FULL; false
GI-103576; 1987-04-10; Balus; Wonhee; REDUCED; false
GI-105234; 1985-09-16; Vigier; Susanna; FULL; true
GI-104233; 1997-10-10; Delaune; Tzu; REDUCED; false
GI-100819; 1990-07-16; Kampfer; Maik; FULL; false
GI-106320; 1988-04-24; Delgrange; Xuejun; REDUCED; false
GI-109640; 1994-07-06; Whitcomb; Mohammed; EMERITUS; true
GI-104407; 1988-01-04; Bondorf; G?nther; REDUCED; false
GI-103014; 1993-11-21; Yurek; Inderjeet; REDUCED; true
GI-104791; 1989-04-08; Miake; Martina; FULL; true
GI-106562; 1998-01-18; Alameldin; Seongbae; EMERITUS; false
GI-105760; 1986-03-28; Chorvat; Make; FULL; true
GI-105605; 1992-12-08; Trachtenberg; Moon; EMERITUS; false
GI-107484; 1986-01-12; Basagni; Kiyotoshi; STUDENT; false
GI-106213; 1988-10-17; Selenyi; Xiong; FULL; true
GI-104248; 1997-09-01; Mapelli; Hailing; EMERITUS; true
GI-105188; 1996-09-20; Levergood; Shen; EMERITUS; false
GI-109308; 1991-08-24; Erol; Arunas; EMERITUS; true
GI-105012; 1991-04-21; Vieri; Sushant; EMERITUS; true
GI-104157; 1988-12-02; Birta; Bogdan; FULL; true
GI-100106; 1988-04-01; Papadias; Garnik; FULL; false
GI-101338; 1991-10-30; Ramsay; Sumali; STUDENT; false
GI-109306; 1991-10-22; Mellouli; Xinyu; STUDENT; false
GI-106434; 1985-05-26; Baezner; Masaru; EMERITUS; true
GI-103011; 1990-01-12; Emmart; Phule; STUDENT; true
GI-107921; 1985-06-27; Wroclawski; Chriss; REDUCED; false
GI-103498; 1985-08-02; Huxford; Slavian; REDUCED; true
GI-101636; 1989-01-26; Weedon; Danco; REDUCED; true
GI-102344; 1992-08-13; Reghbati; Leif; REDUCED; true
GI-102845; 1987-03-13; Bashian; Sreenivas; FULL; false
GI-100599; 1994-12-08; Eppinger; Chuanyi; REDUCED; false
GI-101008; 1989-06-21; Ozeri; Nikolaus; EMERITUS; true
GI-102841; 1985-04-26; Kroll; Ramachenga; EMERITUS; true
GI-100596; 1992-12-08; Eppinger; Jiong; REDUCED; false
GI-109649; 1993-05-03; Kalloufi; Yoshinari; REDUCED; false
GI-100195; 1991-04-01; Molenkamp; Hsiangchu; FULL; false
GI-108520; 1989-12-12; Kroft; Collette; REDUCED; true
GI-104408; 1995-07-27; Wendorf; Fei; EMERITUS; false
GI-103368; 1987-06-02; Bisiani; Moon; EMERITUS; true
GI-107279; 1994-04-26; Moffat; Shigeu; STUDENT; false
GI-109334; 1988-03-16; Felder; Shahaf; EMERITUS; true
GI-101584; 1992-01-23; Kamber; Takanari; EMERITUS; true
GI-105747; 1997-02-04; Servieres; Anneke; FULL; true
GI-106373; 1998-03-11; Worfolk; Vitali; FULL; true
GI-105181; 1989-05-18; Hardjono; JoAnna; FULL; false
GI-108636; 1985-03-12; Bennis; Anneli; FULL; true
GI-105527; 1991-07-20; Sewelson; Waiman; EMERITUS; true
GI-108642; 1986-02-06; Trelles; Rosli; REDUCED; false
GI-109477; 1994-04-30; Bennet; Tetsurou; REDUCED; true
GI-109481; 1986-02-10; Stranks; Wayne; EMERITUS; false
GI-106813; 1996-05-02; Gulak; Mitsuyuki; FULL; true
GI-106377; 1989-11-06; Delgrange; Heekeun; FULL; true
GI-105548; 1989-01-17; Gornas; Dung; EMERITUS; true
GI-101357; 1985-06-27; Yemenis; Phule; REDUCED; false
GI-104578; 1985-09-03; Mitsuhashi; Leszek; REDUCED; true
GI-100912; 1992-10-22; Comte; Mario; FULL; false
GI-102444; 1993-11-12; Ciolek; Jackson; EMERITUS; false
GI-108884; 1987-03-05; Muntz; Lunjin; FULL; true
GI-108174; 1987-04-30; Mersereau; Radhia; FULL; true
GI-109019; 1987-11-15; Benveniste; Heon; REDUCED; false
GI-105052; 1987-04-15; Ushiama; Jordanka; FULL; false
GI-109812; 1992-02-15; Ponthieu; Gill; STUDENT; false
GI-108503; 1994-12-03; Kusakari; Moty; REDUCED; false
GI-102774; 1989-06-06; Chenoweth; Mandell; REDUCED; true
GI-107239; 1987-07-05; Thambidurai; Lein; EMERITUS; false
GI-100789; 1991-03-10; Keller; Morris; EMERITUS; true
GI-101207; 1993-12-03; Zolotykh; Ortrun; STUDENT; false
GI-104579; 1990-04-04; Smeets; Fai; EMERITUS; false
GI-101240; 1985-04-26; Gente; Ramalingam; FULL; true
GI-107937; 1987-05-12; Beausoleil; Thiago; EMERITUS; true
GI-106459; 1989-12-05; Oxman; Vishv; STUDENT; true
GI-104429; 1998-06-20; Basawa; Mabo; FULL; true
GI-101759; 1988-08-28; Rosti; Prodip; FULL; true
GI-103156; 1991-01-18; Flexer; Kyoichi; REDUCED; false
GI-109869; 1985-02-16; Impagliazzo; Margo; FULL; true
GI-108541; 1992-12-23; Sidou; Subhrajyoti; REDUCED; true
GI-101214; 1991-11-03; Esposito; Fernando; STUDENT; true
GI-106492; 1992-04-18; Kaltofen; Herbert; FULL; false
GI-104507; 1995-11-25; Lorho; Xiaoqiu; EMERITUS; false
GI-106915; 1985-02-18; Babu; Shahid; REDUCED; true
GI-104838; 1987-07-18; Mitzlaff; Raimond; FULL; true
GI-107270; 1987-06-18; Barvinok; Hidefumi; EMERITUS; false
GI-108108; 1988-11-08; Matteis; Maha; FULL; true
GI-109291; 1985-04-18; Ramras; Freyja; EMERITUS; true
GI-106995; 1989-03-06; Christianini; Youngkon; STUDENT; true
GI-103168; 1992-04-25; Bauknecht; Maria; FULL; true
GI-103489; 1985-04-14; Fraisse; Gererd; FULL; true
GI-102535; 1990-01-15; Sidje; Lidong; STUDENT; true
GI-106954; 1985-06-02; Baaz; Tru; FULL; true
GI-105767; 1986-10-06; Kenevan; Toshimo; EMERITUS; false
GI-107836; 1989-12-17; Coors; Takahito; EMERITUS; false
GI-100017; 1987-04-28; Savasere; Zhiguo; FULL; false
GI-107182; 1994-11-25; Lorin; Jongsuk; EMERITUS; false
GI-104106; 1987-09-02; Adachi; Weiru; FULL; true
GI-101152; 1986-07-02; Pepe; Fan; FULL; true
GI-106260; 1986-07-28; Yeung; Mikhail; REDUCED; true
GI-109762; 1986-10-01; Katzenelson; Arunas; STUDENT; true
GI-105996; 1990-12-26; Rullman; Uri; STUDENT; true
GI-106361; 1993-06-26; Condotta; Ger; FULL; true
GI-108052; 1989-04-02; Khamsi; Qunsheng; FULL; true
GI-103950; 1991-01-14; Radivojevic; Shai; EMERITUS; true
GI-106099; 1988-11-01; Perry; Khosrow; REDUCED; true
GI-106087; 1988-05-24; Veevers; Guozhong; FULL; true
GI-102900; 1994-10-10; Jayawardene; Changho; EMERITUS; false
GI-105300; 1993-04-24; Beutelspacher; Shawna; FULL; true
GI-101057; 1986-08-12; Nittel; Kwee; STUDENT; true
GI-105137; 1989-10-27; Zizka; Tsuneo; FULL; false
GI-103934; 1985-11-04; Escriba; Gilbert; STUDENT; true
GI-102999; 1988-11-01; Delgrange; Fun; FULL; true
GI-102503; 1993-03-02; Marrevee; Zorica; FULL; true
GI-102933; 1991-01-08; Rosen; Francoise; EMERITUS; false
GI-101615; 1992-01-16; Beznosov; Bowen; EMERITUS; true
GI-106463; 1994-06-21; Slaats; Piyawadee; REDUCED; false
GI-107055; 1993-03-20; Heiserman; Kagan; FULL; false
GI-106962; 1990-02-16; Grabner; Rosalyn; FULL; true
GI-106937; 1989-11-04; Oppitz; Niteen; EMERITUS; false
GI-107456; 1991-12-14; Heydon; Arch; REDUCED; false
GI-104278; 1988-04-15; Danlos; Dayanand; EMERITUS; false
GI-104379; 1992-04-06; Kaelbling; Hauke; EMERITUS; true
GI-103431; 1991-01-14; Juneja; Gian; EMERITUS; true
GI-102054; 1988-02-03; Billawala; Hein; REDUCED; false
GI-103598; 1988-07-08; Marletta; Kien; EMERITUS; false
GI-109612; 1992-11-03; Yurek; Etsuo; REDUCED; false
GI-107642; 1988-07-10; Mattern; Carrsten; EMERITUS; true
GI-102694; 1988-10-14; Greibach; Irene; FULL; false
GI-108649; 1988-12-31; Ghemri; Behnaam; FULL; true
GI-108815; 1985-03-27; Zaccaria; Tonny; FULL; true
GI-100874; 1985-08-12; Munawer; Chirstian; REDUCED; false
GI-100330; 1985-04-10; Cincotta; Subhankar; STUDENT; true
GI-104661; 1991-10-13; Ranon; Luise; EMERITUS; false
GI-108830; 1989-10-18; Felcyn; Yonghong; EMERITUS; true
GI-104762; 1993-03-23; Belinskaya; Bogdan; REDUCED; false
GI-103713; 1988-03-16; Riesenhuber; Gor; FULL; true
GI-100365; 1985-08-07; Bierbaum; Mahmut; FULL; true
GI-105911; 1994-10-04; Heusch; Danel; EMERITUS; true
GI-100714; 1987-07-26; Bashian; Eric; EMERITUS; true
GI-102337; 1986-10-09; Raczkowsky; Hatem; EMERITUS; false
GI-101954; 1986-04-24; Unni; Teiji; EMERITUS; false
GI-104130; 1985-07-06; Luce; Arunas; FULL; false
GI-102440; 1991-06-22; Dechter; Yakkov; REDUCED; false
GI-101355; 1987-03-12; Quittner; Goh; FULL; false
GI-105813; 1986-10-22; Ranft; Martien; EMERITUS; false
GI-103579; 1989-11-27; Ducloy; Shimshon; STUDENT; false
GI-102625; 1988-01-27; Leuchs; Baruch; STUDENT; false
GI-106988; 1992-10-29; Kumaresan; Eben; FULL; false
GI-106485; 1991-11-04; Bugrara; Goa; FULL; false
GI-102296; 1996-03-12; Madeira; Lunjin; EMERITUS; false
GI-106630; 1987-05-15; Kawashimo; Deborah; REDUCED; false
GI-109106; 1992-02-26; Doering; Aral; EMERITUS; true
GI-101284; 1994-09-22; Angot; Duke; STUDENT; true
GI-107712; 1992-07-26; Sooriamurthi; Sariel; FULL; true
GI-104322; 1991-01-03; Carrera; Bernardo; STUDENT; true
GI-103497; 1994-09-30; Coors; Frederique; STUDENT; true
GI-107513; 1986-03-09; Fujisaki; Xuedong; REDUCED; true
GI-108016; 1990-03-20; Ramsey; Vitali; EMERITUS; true
GI-107180; 1987-12-02; Ranum; Zhenbing; EMERITUS; false
GI-104606; 1985-04-09; Moffat; Gunilla; EMERITUS; true
GI-101312; 1986-10-12; Bahk; Moti; STUDENT; false
GI-104095; 1985-03-18; Rassart; Adas; REDUCED; false
GI-104795; 1990-08-07; Marchesini; Zhensheng; FULL; false
GI-104204; 1989-07-06; Vitiello; Hongzue; FULL; true
GI-108284; 1988-09-25; Angel; Teunis; FULL; false
GI-108616; 1989-12-03; Reinhart; Bluma; EMERITUS; false
GI-105924; 1991-05-16; Stroustrup; Aris; FULL; false
GI-108105; 1987-08-11; Menhoudj; Berthier; EMERITUS; true
GI-100219; 1987-06-20; Guerreiro; Slavian; FULL; false
GI-101170; 1985-11-26; Lupu; Taiji; FULL; false
GI-102884; 1992-08-28; Barbanera; Torsten; STUDENT; true
GI-103264; 1992-04-17; Makinen; Lidong; STUDENT; true
GI-104985; 1990-07-21; Staelin; Bodh; FULL; false
GI-102853; 1988-03-28; Cooley; Herb; EMERITUS; true
GI-106732; 1992-11-10; Dayang; Taizo; FULL; true
GI-100026; 1996-10-26; Jayawardene; Aamer; EMERITUS; true
GI-104142; 1995-03-04; Erdmenger; Emran; EMERITUS; false
GI-109575; 1994-12-05; Kugler; Subir; EMERITUS; true
GI-103439; 1985-11-04; Petereit; Valdiodio; FULL; true
GI-101219; 1988-03-22; Neiman; Alois; STUDENT; true
GI-100443; 1990-11-10; Matteis; Shigeaki; REDUCED; true
GI-107891; 1987-05-29; Aumann; Gina; FULL; true
GI-108656; 1988-03-30; Jervis; Nevin; REDUCED; true
GI-109162; 1992-01-19; Ligten; Jordanka; REDUCED; false
GI-100247; 1985-11-01; Fendler; Boutros; FULL; true
GI-100192; 1996-03-22; Garigliano; Hidde; EMERITUS; false
GI-105947; 1985-02-25; Baumann; Yechezkel; FULL; true
GI-102214; 1991-07-20; Kalorkoti; Munehiro; EMERITUS; true
GI-105227; 1994-12-13; Demir; Rance; STUDENT; false
GI-103727; 1994-12-23; Beetstra; Sariel; REDUCED; false
GI-105485; 1987-08-26; Garnick; Urs; REDUCED; true
GI-106858; 1985-10-02; Rebaine; Reinhold; STUDENT; false
GI-108399; 1985-10-14; Garigliano; Reuven; FULL; true
GI-102120; 1992-03-22; Rothe; Tadahiko; EMERITUS; true
GI-102916; 1993-02-09; Lortz; Shaleah; REDUCED; false
GI-107173; 1988-07-20; Serre; Zita; REDUCED; true
GI-103159; 1988-10-16; Sankaranarayanan; Mark; FULL; true
GI-105520; 1990-10-07; Beausoleil; Sibyl; EMERITUS; false
GI-107915; 1986-10-03; Seiwald; Angel; EMERITUS; false
GI-109606; 1991-10-06; Peot; Sedat; FULL; false
GI-102424; 1987-05-29; Wallrath; Lene; REDUCED; true
GI-101184; 1987-04-08; Karner; Poorav; FULL; false
GI-107813; 1994-06-21; Ambroszkiewicz; Rosita; FULL; false
GI-100471; 1988-09-18; Delgrossi; Makato; FULL; false
GI-107923; 1986-01-02; Zwicker; Jouko; STUDENT; true
GI-101496; 1994-07-31; Ginesta; Berthier; FULL; true
GI-104184; 1985-09-11; Krogh; Krisda; FULL; true
GI-104776; 1986-08-23; Percebois; Duangkaew; STUDENT; false
GI-101252; 1985-09-07; Brookner; Aimee; EMERITUS; true
GI-109509; 1994-11-28; Azulay; Tobias; EMERITUS; false
GI-105350; 1989-08-22; Hammerschmidt; Alselm; FULL; false
GI-109545; 1985-05-30; Serdy; Munenori; EMERITUS; true
GI-108278; 1986-10-04; Argence; Jaroslava; EMERITUS; true
GI-109105; 1993-06-13; Oberman; Shakhar; FULL; false
GI-104463; 1985-06-10; Peltason; Kiyomitsu; STUDENT; false
GI-108689; 1993-03-15; Mitchem; Mikhail; REDUCED; false
GI-108396; 1986-10-31; Bernardeschi; Lucien; REDUCED; false
GI-105481; 1988-10-08; Jeansoulin; Berhard; EMERITUS; true
GI-107627; 1989-09-15; Siepmann; Takushi; EMERITUS; true
GI-106676; 1993-09-19; Thimonier; Vugranam; EMERITUS; true
GI-100098; 1987-09-24; Baer; Berni; EMERITUS; true
GI-102582; 1987-05-09; Massonet; Flemming; EMERITUS; false
GI-105896; 1991-01-11; Ghemri; Padma; REDUCED; true
GI-105628; 1989-06-23; DasSarma; Yagil; EMERITUS; false
GI-109990; 1991-04-24; Taubman; Rafols; FULL; true
GI-105098; 1986-07-24; Fujisaki; Baziley; EMERITUS; false
GI-107004; 1985-05-21; Naudin; Supot; REDUCED; false
GI-103785; 1991-09-08; Genther; Toong; FULL; true
GI-106994; 1997-05-29; Butterworth; Ugo; FULL; false
GI-105193; 1989-04-30; Suppi; Heather; FULL; true
GI-107811; 1985-05-13; Ghazalie; Suebskul; EMERITUS; false
GI-108186; 1988-09-11; Gihr; Bojan; REDUCED; false
GI-106600; 1987-02-08; Peternell; Takanari; FULL; true
GI-107511; 1993-10-17; Esposito; Maha; FULL; true
GI-103557; 1997-01-09; Akiyama; Randy; FULL; false
GI-109540; 1985-09-01; Grandbois; Rosine; FULL; false
GI-109348; 1992-06-28; Pena; Shaowei; EMERITUS; false
GI-106040; 1991-06-08; Kobuchi; Leszek; FULL; false
GI-108182; 1990-05-15; Vieri; Kristin; STUDENT; true
GI-104494; 1986-08-26; Ramsey; Candido; REDUCED; false
GI-104439; 1994-11-01; Kornyak; Lucien; FULL; true
GI-104137; 1992-06-04; Auria; Marko; REDUCED; false
GI-101748; 1987-03-28; Streit; Arlette; STUDENT; true
GI-103811; 1991-12-25; Miake; Francoise; EMERITUS; false
GI-104208; 1995-07-23; Panienski; Georgi; EMERITUS; true
GI-105243; 1986-07-27; Douceur; Byong; FULL; false
GI-102003; 1986-04-27; Theuretzbacher; Sadegh; EMERITUS; true
GI-107616; 1985-09-20; Levasseur; Yolla; EMERITUS; false
GI-104012; 1987-02-04; Birke; Achilleas; FULL; false
GI-108029; 1988-10-27; Kakkar; Nathan; EMERITUS; true
GI-106446; 1985-12-23; Flasterstein; Foong; FULL; true
GI-107523; 1988-01-13; Leppanen; Shahid; EMERITUS; true
GI-107113; 1994-02-14; Rothe; Katsuyuki; FULL; false
GI-106795; 1986-09-10; Sichman; Kish; EMERITUS; true
GI-100844; 1989-01-30; Peck; Kotesh; EMERITUS; false
GI-105811; 1990-05-28; Claffy; Vincent; FULL; false
GI-102225; 1986-04-01; Heijenga; Morris; REDUCED; true
