key;joiningdate;surename;forename;group
GI-121625; 1991-01-12; Chiola; Maria; FULL; false
GI-107736; 1995-05-12; Apsitis; Gift; REDUCED; false
GI-119084; 1989-01-27; Malabarba; Rutger; EMERITUS; true
GI-122166; 1985-07-28; Kermarrec; Tomoyuki; EMERITUS; true
GI-134735; 1986-01-28; Levasseur; Owen; STUDENT; true
GI-131686; 1992-12-02; Cannard; Jamaludin; REDUCED; false
GI-130830; 1994-01-29; Otillio; Stamatina; REDUCED; true
GI-115573; 1990-08-11; Azadmanesh; Yannis; EMERITUS; true
GI-131090; 1991-06-11; Perng; Utz; EMERITUS; true
GI-137361; 1995-08-07; Parascandalo; Mokhtar; REDUCED; true
GI-104232; 1986-07-14; Schlenzig; Tetsushi; FULL; true
GI-134109; 1992-11-26; Moehrke; Marcela; REDUCED; true
GI-132042; 1993-04-24; Bharadwaj; Taegyun; FULL; false
GI-109052; 1994-07-16; Setlzner; Bernice; EMERITUS; true
GI-117927; 1990-05-12; Jayawardene; JoAnna; FULL; false
GI-130960; 1988-11-16; Bergere; Feipei; FULL; false
GI-132661; 1995-11-25; Lorho; Xiaoqiu; EMERITUS; false
GI-113504; 1992-09-10; Erde; Ulf; EMERITUS; true
GI-120340; 1988-10-22; Bernini; Christ; EMERITUS; true
GI-110087; 1996-04-20; Hagimont; Masaki; EMERITUS; true
GI-101150; 1989-01-12; Rando; Udaiprakash; EMERITUS; false
GI-125437; 1989-03-15; Eppinger; Genevieve; FULL; false
GI-125843; 1990-06-04; Kermarrec; Eckart; EMERITUS; true
GI-107482; 1995-06-09; Iisaka; Yurij; STUDENT; false
GI-131197; 1987-10-24; Ibel; Insup; EMERITUS; true
GI-111770; 1998-11-14; Reeken; Venkatesan; EMERITUS; false
GI-128810; 1986-05-19; Kranzdorf; Youjian; FULL; false
GI-126002; 1988-10-21; Thummel; Shaz; FULL; false
GI-124617; 1985-06-26; Morrin; Kiyokazu; FULL; false
GI-102508; 1985-06-10; Ozeri; Zita; REDUCED; false
GI-131492; 1993-02-16; Gargeya; Marek; FULL; true
GI-114640; 1987-05-26; Bernick; Kerhong; FULL; false
GI-137932; 1989-02-14; Poulakidas; Gao; REDUCED; true
GI-130849; 1991-01-23; Wixon; Hisao; EMERITUS; false
GI-129748; 1986-12-16; Atchley; Shigeu; FULL; true
GI-131846; 1989-03-31; Nyanchama; Zvonko; EMERITUS; true
GI-136869; 1988-01-16; Lichtner; Oguz; FULL; true
GI-116361; 1996-05-03; Seghrouchni; Shounak; FULL; true
GI-110057; 1990-05-26; Dulli; Alois; EMERITUS; true
GI-109977; 1992-11-08; Ashish; Vugranam; FULL; true
GI-111400; 1992-02-28; Remmele; Sergi; REDUCED; false
GI-109311; 1992-02-27; Baalen; Naftali; EMERITUS; false
GI-136658; 1990-12-27; Luit; Ennio; REDUCED; true
GI-101124; 1991-06-24; Gini; Hyuckchul; EMERITUS; true
GI-131299; 1988-01-23; Lueh; Yagil; EMERITUS; false
GI-102225; 1988-05-16; Muchinsky; Jackson; FULL; false
GI-130398; 1986-01-25; Tibblin; Yongqiao; EMERITUS; false
GI-124963; 1985-10-05; Hofting; Mokhtar; REDUCED; false
GI-137226; 1990-07-01; Muhlberg; Hugh; FULL; false
GI-129812; 1989-06-29; Schurmann; Sudharsan; EMERITUS; false
GI-126439; 1987-08-19; Keirsey; Mohammad; EMERITUS; true
GI-139299; 1989-05-19; Anandan; Satosi; REDUCED; true
GI-133252; 1989-09-15; Krogh; Jahangir; FULL; false
GI-110915; 1986-06-30; Plesums; Munehiro; EMERITUS; false
GI-122632; 1986-02-10; Stranks; Wayne; EMERITUS; false
GI-108088; 1989-03-28; Spieker; Mohammed; FULL; true
GI-105367; 1992-01-16; Szmurlo; Andreas; REDUCED; true
GI-112939; 1987-09-14; Yeung; Honglan; EMERITUS; true
GI-125656; 1995-05-23; Fargier; Macha; REDUCED; true
GI-107033; 1992-04-29; Pavlopoulou; Juichirou; FULL; false
GI-134934; 1990-03-04; Rosar; Mokhtar; EMERITUS; false
GI-126102; 1986-06-11; Bojadziev; Mitsuyuki; FULL; true
GI-122732; 1994-09-22; Angot; Duke; STUDENT; true
GI-124973; 1985-12-29; Prenel; Masato; STUDENT; false
GI-130734; 1999-04-01; Pauthner; Candido; REDUCED; true
GI-104450; 1994-04-22; Swick; Dharmaraja; EMERITUS; false
GI-115535; 1997-05-19; Pettey; Suzette; EMERITUS; true
GI-133111; 1987-01-17; Aloia; Danil; STUDENT; true
GI-136340; 1990-01-22; Sluis; Mary; STUDENT; false
GI-102090; 1992-12-29; Holburn; Dzung; REDUCED; true
GI-109477; 1997-07-01; Baranowski; Mandell; EMERITUS; true
GI-134515; 1993-03-13; Keirsey; Sajjan; REDUCED; false
GI-110849; 1991-01-23; Wixon; Hisao; EMERITUS; false
GI-102710; 1985-08-12; Munawer; Chirstian; REDUCED; false
GI-136992; 1994-03-03; Rettelbach; Yoshimitsu; FULL; true
GI-124006; 1994-12-15; Seuren; Eirik; FULL; true
GI-118976; 1985-02-24; Bernick; Zhaofang; EMERITUS; false
GI-116809; 1993-10-02; Decleir; Sachem; EMERITUS; true
GI-127702; 1990-09-30; Ananiadou; Saeed; REDUCED; true
GI-102473; 1988-05-17; Macedo; Miyeon; STUDENT; true
GI-109935; 1986-06-07; Guting; Hatem; REDUCED; true
GI-133388; 1986-05-24; Avouris; Satyanarayana; STUDENT; true
GI-118043; 1996-07-05; Ghazalie; Hongzue; FULL; false
GI-118259; 1999-03-04; Bing; Eberhardt; STUDENT; false
GI-136654; 1985-03-24; Senzako; Jinya; FULL; false
GI-130726; 1988-06-03; Hainaut; Duke; STUDENT; false
GI-106644; 1987-07-22; Kornyak; Fay; FULL; false
GI-128467; 1990-11-21; Jeansoulin; Tesuya; FULL; true
GI-137712; 1989-11-27; Beetstra; Yunming; FULL; false
GI-124009; 1990-12-04; Frolund; Kagan; FULL; true
GI-106523; 1985-04-26; Felcyn; Niranjan; FULL; false
GI-111617; 1998-11-12; Waymire; Guther; FULL; false
GI-110420; 1985-04-26; Schoegge; Nimmagadda; FULL; true
GI-100587; 1999-06-05; Luca; Uta; REDUCED; false
GI-135455; 1994-04-11; Falby; Shugo; STUDENT; false
GI-116888; 1989-11-21; Fiebach; Hatem; EMERITUS; false
GI-111221; 1986-02-20; Kossowski; Aksel; REDUCED; true
GI-137046; 1986-07-27; Lung; Berry; FULL; true
GI-128457; 1987-10-08; Bugrara; Patricio; REDUCED; false
GI-128781; 1985-08-24; Setlzner; Masato; EMERITUS; false
GI-113846; 1996-01-25; Barvinok; Tetsushi; FULL; false
GI-113050; 1987-06-25; Boissier; Munehiro; REDUCED; false
GI-126283; 1990-08-13; Bernatsky; Mokhtar; FULL; true
GI-120250; 1992-10-07; Weisert; Affonso; FULL; true
GI-132890; 1989-08-03; Akaboshi; Ranan; FULL; true
GI-115893; 1989-01-14; Engberts; Sanjay; EMERITUS; true
GI-103222; 1988-02-06; Erbe; Seshu; STUDENT; true
GI-121603; 1990-08-21; Ghemri; Nectarios; REDUCED; true
GI-108216; 1990-01-13; McAlpine; Holgard; EMERITUS; false
GI-118840; 1985-09-23; Hammerschmidt; Luigi; EMERITUS; false
GI-103392; 1994-08-20; Szilard; Sajjan; EMERITUS; false
GI-137744; 1992-09-07; Naumovich; Mark; EMERITUS; false
GI-107857; 1989-07-21; Cunliffe; Aloke; FULL; false
GI-127428; 1988-01-29; Taubenfeld; Tonny; FULL; true
GI-100212; 1988-05-04; Chinen; Karlis; FULL; false
GI-110762; 1987-06-29; Dayana; Munehiro; FULL; true
GI-124904; 1996-05-06; Schaad; Hitofumi; REDUCED; false
GI-114997; 1988-08-21; Hiyoshi; Goetz; FULL; false
GI-111038; 1995-08-10; Parascandalo; Wonhee; FULL; true
GI-123567; 1991-07-19; Segond; Arfst; FULL; false
GI-128716; 1987-12-12; Rebaine; Teiji; FULL; true
GI-136101; 1990-05-14; Lowrie; Maria; EMERITUS; false
GI-120289; 1987-04-20; Schwabacher; Brigham; FULL; true
GI-106941; 1991-02-02; Tsukuda; Nahla; EMERITUS; true
GI-100866; 1996-08-29; Grabner; Arne; STUDENT; false
GI-136479; 1996-12-04; Remmele; Tesuro; REDUCED; true
GI-129280; 1988-03-23; Hennebert; Yoshinari; FULL; true
GI-136606; 1987-03-18; Rodite; Rildo; FULL; false
GI-129676; 1987-09-07; Karcich; Unal; FULL; false
GI-133399; 1992-01-07; Puppe; Sigeru; FULL; false
GI-120536; 1988-11-04; Jiang; Phule; EMERITUS; true
GI-134702; 1987-11-14; Pluym; Tua; REDUCED; true
GI-104352; 1987-04-26; Junet; Boutros; REDUCED; true
GI-111797; 1995-09-22; Kalsbeek; Kokou; REDUCED; true
GI-104043; 1988-01-12; Fadgyas; Moheb; EMERITUS; true
GI-130806; 1990-01-03; Desikan; Alper; EMERITUS; true
GI-131420; 1989-09-26; Kenevan; Hironobu; EMERITUS; true
GI-125680; 1993-07-17; Chinal; Kristine; FULL; true
GI-138843; 1996-12-16; Gulik; Dhritiman; EMERITUS; true
GI-121626; 1990-10-23; Kornatzky; Theirry; FULL; true
GI-108751; 1987-10-09; Kieras; Gunilla; EMERITUS; false
GI-123181; 1990-01-17; Narahari; Garnik; EMERITUS; true
GI-138146; 1986-08-27; Underwood; Zhanqiu; REDUCED; false
GI-116206; 1987-05-01; Glinert; Laurentiu; FULL; true
GI-110970; 1993-08-29; Serna; Mooi; FULL; true
GI-105770; 1985-03-30; Cochrane; Mario; FULL; false
GI-104377; 1992-11-25; Thombley; Ymte; REDUCED; false
GI-109780; 1985-11-19; Baek; Premal; STUDENT; false
GI-104085; 1995-04-26; Chinal; Miyeon; EMERITUS; true
GI-127212; 1985-06-18; Lamparter; Taiji; FULL; false
GI-121411; 1989-11-02; Gunderson; Eckart; REDUCED; true
GI-112624; 1992-01-23; Kamber; Takanari; EMERITUS; true
GI-138894; 1986-10-07; Pettit; Slavian; REDUCED; true
GI-130167; 1986-08-28; Harnett; Demin; FULL; true
GI-134902; 1992-08-30; Etalle; Serap; REDUCED; true
GI-111541; 1989-08-30; Rosen; Tianruo; FULL; false
GI-106345; 1997-09-14; Lorys; Mani; FULL; false
GI-130183; 1992-06-08; Dehkordi; Danil; REDUCED; false
GI-105481; 1991-10-19; Usery; Demin; REDUCED; true
GI-126749; 1987-06-10; Molberg; Raimond; FULL; false
GI-108242; 1987-07-19; Rabehasaina; Rafols; EMERITUS; true
GI-128701; 1986-09-19; Lieblein; Bartek; REDUCED; true
GI-112733; 1992-07-26; Sooriamurthi; Sariel; FULL; true
GI-100399; 1988-05-25; Serot; Roddy; EMERITUS; false
GI-125557; 1989-01-08; Landherr; Falguni; EMERITUS; true
GI-119218; 1990-09-20; Hennebert; Khun; EMERITUS; true
GI-118442; 1995-12-29; Halevi; Anwar; STUDENT; true
GI-103922; 1993-10-17; Nitto; Ortrud; REDUCED; false
GI-111413; 1994-04-13; Setia; Zito; FULL; false
GI-103297; 1986-06-14; Baez; Arvin; EMERITUS; false
GI-130680; 1991-05-10; Duclos; Bojan; FULL; true
GI-126888; 1989-11-21; Fiebach; Hatem; EMERITUS; false
GI-125362; 1991-04-12; Thisen; Moti; STUDENT; true
GI-104120; 1986-01-16; Luft; Feiyu; EMERITUS; false
GI-111491; 1995-03-26; Flasterstein; Jamaludin; STUDENT; true
GI-119362; 1987-02-28; Vesna; Aral; FULL; false
GI-106786; 1993-06-20; Berendt; Heather; REDUCED; true
GI-118850; 1985-05-09; Middleton; Qunsheng; FULL; true
GI-132017; 1990-10-20; Taubenfeld; Serap; FULL; true
GI-107889; 1986-06-18; Pargaonkar; Mohua; FULL; true
GI-132979; 1987-09-11; Bala; Ger; REDUCED; true
GI-113589; 1993-07-18; Billingsley; Udaiprakash; STUDENT; true
GI-120525; 1988-10-08; Cyne; Nagui; FULL; true
GI-112918; 1995-07-11; Garnier; Martina; REDUCED; false
GI-111493; 1988-04-21; Furudate; Ramzi; REDUCED; false
GI-129638; 1992-01-07; Minakawa; Utpal; EMERITUS; true
GI-109290; 1992-03-01; Hainaut; Jiann; EMERITUS; true
GI-115533; 1986-12-12; Pews; Weidon; FULL; false
GI-133075; 1986-03-02; Barry; Gadiel; REDUCED; false
GI-132114; 1993-06-10; Merks; Uli; STUDENT; true
GI-133630; 1986-03-10; Valette; Fuqing; FULL; true
GI-119669; 1986-02-03; Melichar; Eckart; FULL; true
GI-127534; 1989-01-06; Huttel; Sven; EMERITUS; true
GI-109861; 1993-02-04; Ruther; Berni; EMERITUS; false
GI-139861; 1993-02-04; Ruther; Berni; EMERITUS; false
GI-110140; 1993-05-02; von Kron; Shuzo; EMERITUS; false
GI-135552; 1993-09-22; Strehl; Serif; EMERITUS; false
GI-118030; 1987-08-17; Heyers; Phillip; FULL; false
GI-139254; 1992-04-15; Lienhardt; Alper; FULL; true
GI-119304; 1987-10-20; Yoshimura; Kotesh; REDUCED; false
GI-136289; 1992-01-22; Peot; Henk; FULL; true
GI-103420; 1990-10-24; Pavlopoulou; Sushant; REDUCED; false
GI-130759; 1996-04-19; Baba; Zissis; STUDENT; true
GI-116687; 1991-10-23; Petereit; Kazuhito; STUDENT; false
GI-134232; 1986-07-14; Schlenzig; Tetsushi; FULL; true
GI-108676; 1991-12-01; Cromarty; Shahab; EMERITUS; false
GI-139891; 1985-03-22; Siepmann; Sarita; REDUCED; false
GI-101909; 1998-05-19; Perelgut; Maria; FULL; false
GI-125169; 1990-06-24; Rosaz; Owen; REDUCED; true
GI-132302; 1985-04-27; Feldmann; Dinkar; STUDENT; true
GI-118718; 1990-09-03; Coney; Jackson; EMERITUS; false
GI-120500; 1997-06-24; Luby; Sven; EMERITUS; false
GI-107309; 1986-01-21; Budinsky; Gianluca; EMERITUS; false
GI-118238; 1992-04-20; Sessa; Karoline; FULL; true
GI-137985; 1986-08-25; Ferretti; Taiji; STUDENT; false
GI-131400; 1992-02-28; Remmele; Sergi; REDUCED; false
GI-127308; 1991-05-09; Schieder; Jovan; FULL; false
GI-138594; 1990-07-25; Zockler; Otmar; EMERITUS; true
GI-119272; 1992-09-28; Stafford; Heng; STUDENT; true
GI-123118; 1986-09-09; Hockney; Jiong; REDUCED; true
GI-139960; 1994-07-02; Polupanov; Zvonko; FULL; true
GI-108352; 1990-05-07; Grospietsch; Marl; EMERITUS; true
GI-129353; 1989-12-31; Kitsuregawa; Juichirou; STUDENT; true
GI-117585; 1989-05-10; Birge; Mona; EMERITUS; false
GI-129110; 1992-02-11; Cyre; Kwangsub; FULL; false
GI-105549; 1988-04-04; Marakhovsky; Constantine; FULL; true
GI-132888; 1986-01-22; Hettesheimer; Nechama; STUDENT; false
GI-125899; 1993-10-27; Beausoleil; Kwangho; STUDENT; true
GI-108668; 1986-07-24; Tagansky; Zhaofang; FULL; true
GI-116347; 1988-08-01; Swiler; Garnik; EMERITUS; true
GI-139604; 1985-10-10; Hagimont; Dmitri; STUDENT; true
GI-114507; 1990-08-11; Cochrane; Mercedes; STUDENT; false
GI-118237; 1987-07-31; Stamatiou; Jinpo; REDUCED; false
GI-133528; 1987-09-08; Luck; Marek; FULL; false
GI-127877; 1985-05-15; Fordan; Candida; FULL; true
GI-127925; 1993-05-07; Sury; Steen; REDUCED; false
GI-129755; 1986-06-01; Muntz; Armond; FULL; true
GI-132269; 1990-07-28; Chepyzhov; Shaowei; REDUCED; false
GI-130576; 1988-04-19; Schnelling; Elliott; STUDENT; true
GI-130478; 1987-02-08; Demri; Arunachalam; STUDENT; true
GI-100357; 1986-10-01; Hedayat; Ebbe; REDUCED; false
GI-117629; 1993-08-25; Jakobus; Janche; STUDENT; false
GI-101050; 1989-02-06; Arlazarov; Zhongwei; REDUCED; false
GI-124825; 1997-09-03; Hempstead; Arnould; FULL; false
GI-129750; 1987-02-10; Venig; Achilleas; REDUCED; false
GI-103244; 1992-01-22; Rabehasaina; Pramod; EMERITUS; true
GI-130859; 1985-05-02; Facello; Kwangyoen; STUDENT; true
GI-116527; 1994-10-22; Deverell; Phule; FULL; true
GI-117865; 1986-10-24; Frolund; Gift; REDUCED; false
GI-137013; 1992-04-29; McClure; Tomofumi; FULL; false
GI-104140; 1987-07-23; Stifter; Jolita; EMERITUS; true
GI-118926; 1985-06-16; Navazio; Keiichiro; STUDENT; false
GI-112736; 1986-03-09; Fujisaki; Xuedong; REDUCED; true
GI-102694; 1992-01-16; Beznosov; Bowen; EMERITUS; true
GI-131946; 1990-07-06; Talmon; Leaf; FULL; true
GI-102844; 1988-03-01; Swab; Anneke; REDUCED; true
GI-118307; 1986-12-05; Pocchiola; Ziya; EMERITUS; true
GI-105293; 1997-03-03; Manderick; Jongsuk; REDUCED; true
GI-115436; 1987-03-29; Hedayat; Arunas; EMERITUS; false
GI-131111; 1988-05-28; Binding; Stamatina; STUDENT; false
GI-101321; 1987-04-30; Perry; Valery; STUDENT; false
GI-126801; 1986-06-01; Chleq; Zhilian; STUDENT; true
GI-106545; 1988-06-09; Ferretti; Halsur; REDUCED; false
GI-105417; 1986-12-04; Back; Boaz; FULL; true
GI-139444; 1989-09-22; Niizuma; Valdiodio; FULL; false
GI-132404; 1986-01-12; Gihr; Udi; FULL; true
GI-110563; 1989-08-04; Ranum; Chiranjit; FULL; false
GI-126419; 1987-08-27; Muchinsky; Christ; EMERITUS; true
GI-106366; 1994-05-20; Waterhouse; Kayoko; REDUCED; true
GI-122795; 1993-03-15; Mitchem; Mikhail; REDUCED; false
GI-132173; 1990-02-09; Kirkerud; Remmert; REDUCED; true
GI-111467; 1986-09-28; Wuwongse; Zeljko; REDUCED; false
GI-100959; 1995-04-20; Masamoto; Otilia; EMERITUS; true
GI-102623; 1988-03-16; Felder; Shahaf; EMERITUS; true
GI-115924; 1985-04-01; Kaltofen; Bangqing; EMERITUS; false
GI-119737; 1994-03-30; Makinen; Debaprosad; REDUCED; false
GI-130049; 1986-07-07; Berendt; Danny; FULL; false
GI-130440; 1996-08-11; Bonifati; Mechthild; STUDENT; false
GI-102678; 1986-07-28; Yeung; Mikhail; REDUCED; true
GI-110618; 1993-02-06; Iisaka; Pragnesh; STUDENT; true
GI-112331; 1997-10-17; Maraist; Lobel; FULL; true
GI-124958; 1985-11-12; Braunmuhl; Jagoda; STUDENT; false
GI-106268; 1989-01-16; Brobst; Falguni; FULL; false
GI-127210; 1986-09-01; Etalle; Phuoc; REDUCED; true
GI-113623; 1992-06-20; Trelles; Kristen; REDUCED; true
GI-112899; 1992-01-24; Zolotykh; Ger; FULL; true
GI-105695; 1991-01-27; Basart; Goo; REDUCED; false
GI-116653; 1985-11-15; Nations; Marke; EMERITUS; false
GI-109064; 1991-11-15; Rajaraman; Jenwei; REDUCED; false
GI-100391; 1989-11-05; Bierman; Margareta; EMERITUS; true
GI-109886; 1995-09-02; Rosti; Ramalingam; FULL; true
GI-126234; 1988-04-24; Klassen; Kiyokazu; FULL; false
GI-107829; 1985-05-06; Juneja; Guoxiang; EMERITUS; true
GI-112121; 1997-07-22; Lukaszewicz; Kristen; FULL; true
GI-115246; 1994-06-10; Pulkowski; Theirry; FULL; false
GI-123561; 1995-04-01; Unno; Sajjan; REDUCED; true
GI-121355; 1992-02-16; Smeets; Alenka; EMERITUS; false
GI-123058; 1993-01-23; Noriega; Teunis; FULL; true
GI-104023; 1986-12-17; Masamoto; Somnath; EMERITUS; true
GI-116675; 1989-11-29; Baranowski; Augustine; FULL; true
GI-105418; 1985-04-03; Garnick; Radhika; REDUCED; true
GI-105807; 1991-07-01; Kragelund; Rosalyn; FULL; true
GI-114473; 1987-04-26; Hofstetter; Xinyu; FULL; true
GI-109791; 1988-07-22; Olivero; Sandeepan; EMERITUS; true
GI-109009; 1989-07-15; Fargier; Weiyi; REDUCED; false
GI-107266; 1987-09-02; Selvestrel; Uri; REDUCED; true
GI-137065; 1990-10-16; Sinicrope; Anestis; FULL; false
GI-136845; 1990-07-06; Einsfeld; Toney; REDUCED; false
GI-118073; 1987-03-17; Vilarrasa; Huican; STUDENT; true
GI-117798; 1996-03-10; Huttel; Leaf; FULL; true
GI-110715; 1989-01-10; Blokdijk; Zijian; STUDENT; false
GI-127388; 1989-08-11; Perfilyeva; Vesna; REDUCED; true
GI-109157; 1991-05-23; Kalefeld; Christfried; EMERITUS; true
GI-113417; 1998-06-02; Cummings; Neelam; EMERITUS; false
GI-127486; 1989-02-11; Sichman; Souichi; FULL; true
GI-123756; 1987-09-01; Baez; Baoqiu; FULL; false
GI-118265; 1990-09-09; Bazzichi; Munehiko; REDUCED; true
GI-133194; 1993-08-23; Ebeling; Tayeb; REDUCED; true
GI-118095; 1990-10-12; Harnett; Youpyo; FULL; false
GI-106999; 1988-06-30; Alencar; Rimli; EMERITUS; true
GI-104847; 1986-02-18; Orsini; Arup; FULL; false
GI-103417; 1998-06-02; Cummings; Neelam; EMERITUS; false
GI-116296; 1987-06-18; Herber; Bojan; REDUCED; true
GI-120436; 1991-10-28; Ranta; Duri; REDUCED; false
GI-118281; 1992-04-23; Peak; Spyrose; STUDENT; true
GI-112123; 1989-03-22; Ranka; Heng; FULL; true
GI-113230; 1985-08-09; Schueller; Chikako; EMERITUS; true
GI-132240; 1986-06-06; Wynblatt; Vidya; REDUCED; true
GI-112596; 1986-01-12; Basagni; Kiyotoshi; STUDENT; false
GI-126914; 1988-05-16; Jiafu; Tzu; FULL; true
GI-100081; 1987-05-26; Weisert; Arvind; FULL; true
GI-123635; 1987-12-06; VanScheik; Jamaludin; STUDENT; true
GI-108911; 1993-11-20; Kaltofen; Francoise; EMERITUS; false
GI-104762; 1990-08-30; Kropf; Prodip; EMERITUS; false
GI-117271; 1992-08-24; Brodie; Jianwen; EMERITUS; false
GI-115237; 1987-12-23; Broomell; Vatsa; FULL; true
GI-139620; 1990-12-12; Cooley; Mayumi; FULL; true
GI-114555; 1993-02-11; Liedekerke; Shigeichiro; FULL; true
GI-110951; 1987-04-19; Huttel; Krister; REDUCED; false
GI-119764; 1987-04-09; Pashtan; Teruyuki; FULL; true
GI-109810; 1995-07-03; Veeraraghavan; Otmar; EMERITUS; false
GI-133579; 1991-07-14; Dusink; Brigham; FULL; false
GI-133197; 1991-11-04; Scharstein; Raimond; EMERITUS; true
GI-115132; 1990-03-12; Collavizza; Pintsang; REDUCED; true
GI-115093; 1993-05-20; Engberts; Xiong; REDUCED; false
GI-137803; 1988-09-02; Ranai; Shahid; EMERITUS; true
GI-108620; 1992-11-16; Hammerschmidt; Kristinn; EMERITUS; true
GI-121883; 1990-08-27; Crelier; Renee; FULL; false
GI-127865; 1986-10-24; Frolund; Gift; REDUCED; false
GI-105093; 1993-05-20; Engberts; Xiong; REDUCED; false
GI-139841; 1992-04-24; Sullins; Beshir; REDUCED; false
GI-122820; 1994-11-01; Kornyak; Lucien; FULL; true
GI-101041; 1993-05-03; Krohm; Atilio; EMERITUS; false
GI-121095; 1989-04-15; Debuse; Yuuichi; STUDENT; true
GI-117868; 1997-03-03; Koshino; Randy; STUDENT; false
GI-113071; 1985-04-02; Rosin; Jixiang; FULL; true
GI-116566; 1988-08-21; Bala; Guoxiang; EMERITUS; false
GI-108472; 1988-11-23; Swan; Zorica; FULL; false
GI-113332; 1986-11-19; Gire; Mototsugu; FULL; true
GI-107590; 1994-05-15; Deverell; Sampalli; FULL; true
GI-132095; 1986-06-07; Kusalik; Stepehn; EMERITUS; false
GI-119186; 1992-06-20; Rosenbaum; Lucien; FULL; false
GI-129539; 1987-01-01; Bednarek; Valeri; FULL; false
GI-106737; 1986-12-21; McAlpine; Nevin; FULL; true
GI-135772; 1989-03-12; Munch; Ipke; REDUCED; true
GI-109227; 1990-12-10; Munch; Chuanyi; FULL; true
GI-130534; 1996-03-05; Benveniste; Insup; FULL; false
GI-132057; 1989-08-02; Butterworth; Christoper; STUDENT; true
GI-115336; 1985-07-06; Gischer; Ute; EMERITUS; false
GI-137271; 1992-08-24; Brodie; Jianwen; EMERITUS; false
GI-106689; 1987-02-27; Famili; Premsyl; FULL; true
GI-136854; 1987-11-19; Panangaden; Gal; REDUCED; false
GI-119542; 1987-10-13; Morton; Luigi; FULL; true
GI-120430; 1989-06-06; Pettis; Honglan; EMERITUS; false
GI-116622; 1993-08-13; Lubachevsky; Khedija; FULL; false
GI-129456; 1985-10-29; Honiden; Shem; REDUCED; false
GI-105530; 1987-11-07; Champarnaud; Shimshon; EMERITUS; false
GI-107965; 1988-07-06; Lalonde; Monique; FULL; true
GI-126154; 1991-09-30; Bahr; Apostol; REDUCED; false
GI-105098; 1991-07-08; Rusterholz; Sugwoo; FULL; false
GI-119674; 1986-04-12; Markovitch; Niranjan; REDUCED; false
GI-109066; 1992-01-10; Kermarrec; Sorina; REDUCED; true
GI-133569; 1992-02-07; Tsukuda; Rosella; STUDENT; true
GI-128365; 1993-10-06; Wuwongse; Bilhanan; FULL; true
GI-109606; 1990-01-23; Speel; Richard; STUDENT; true
GI-101436; 1989-08-19; Steinauer; Valter; STUDENT; false
GI-101701; 1996-07-06; Fairtlough; Armond; EMERITUS; true
GI-135766; 1992-11-05; Kilgore; Deborah; REDUCED; true
GI-105306; 1987-10-05; Azulay; Cordelia; EMERITUS; false
GI-112958; 1987-01-09; Businaro; Aruna; FULL; true
GI-104114; 1997-05-30; Avouris; Gao; FULL; true
GI-101112; 1988-10-17; Jakobus; Filipe; EMERITUS; true
GI-123803; 1992-03-25; Vadhan; Macha; FULL; false
GI-106956; 1989-04-28; Zongker; Van; REDUCED; true
GI-113747; 1985-06-19; Deyuan; Chinya; FULL; false
GI-137930; 1987-07-13; Lowrie; Tamiya; FULL; true
GI-124222; 1991-10-06; Kilgore; Guangming; EMERITUS; false
GI-133773; 1993-01-22; Heping; Constantino; FULL; true
GI-123405; 1986-12-28; Prenel; Ult; EMERITUS; true
GI-137338; 1990-12-09; Vilarrasa; Aiichiro; EMERITUS; false
GI-138958; 1988-12-27; Dahlbom; Shugo; EMERITUS; false
GI-126128; 1987-10-02; Akaboshi; Itzchak; REDUCED; true
